dataset,formula_name,formula_label,site_branch,interaction_branch,source_stage,model_class,model_class_label,family,model_id,benchmark_id,model_display_label,threshold,reporting_note,false_positive_rate_year_1,false_positive_rate_year_2,false_positive_rate_year_3,false_positive_rate_year_4,false_positive_rate_year_5,false_positive_rate_year_6,false_positive_rate_year_7,false_positive_rate_year_8,false_positive_rate_year_9,false_positive_rate_year_10,false_positive_rate_lower_year_1,false_positive_rate_lower_year_2,false_positive_rate_lower_year_3,false_positive_rate_lower_year_4,false_positive_rate_lower_year_5,false_positive_rate_lower_year_6,false_positive_rate_lower_year_7,false_positive_rate_lower_year_8,false_positive_rate_lower_year_9,false_positive_rate_lower_year_10,false_positive_rate_upper_year_1,false_positive_rate_upper_year_2,false_positive_rate_upper_year_3,false_positive_rate_upper_year_4,false_positive_rate_upper_year_5,false_positive_rate_upper_year_6,false_positive_rate_upper_year_7,false_positive_rate_upper_year_8,false_positive_rate_upper_year_9,false_positive_rate_upper_year_10,false_positive_burden_year_1,false_positive_burden_year_2,false_positive_burden_year_3,false_positive_burden_year_4,false_positive_burden_year_5,false_positive_burden_year_6,false_positive_burden_year_7,false_positive_burden_year_8,false_positive_burden_year_9,false_positive_burden_year_10,false_positive_burden_lower_year_1,false_positive_burden_lower_year_2,false_positive_burden_lower_year_3,false_positive_burden_lower_year_4,false_positive_burden_lower_year_5,false_positive_burden_lower_year_6,false_positive_burden_lower_year_7,false_positive_burden_lower_year_8,false_positive_burden_lower_year_9,false_positive_burden_lower_year_10,false_positive_burden_upper_year_1,false_positive_burden_upper_year_2,false_positive_burden_upper_year_3,false_positive_burden_upper_year_4,false_positive_burden_upper_year_5,false_positive_burden_upper_year_6,false_positive_burden_upper_year_7,false_positive_burden_upper_year_8,false_positive_burden_upper_year_9,false_positive_burden_upper_year_10,false_positive_per_100_year_1,false_positive_per_100_year_2,false_positive_per_100_year_3,false_positive_per_100_year_4,false_positive_per_100_year_5,false_positive_per_100_year_6,false_positive_per_100_year_7,false_positive_per_100_year_8,false_positive_per_100_year_9,false_positive_per_100_year_10,ppv_year_1,ppv_year_2,ppv_year_3,ppv_year_4,ppv_year_5,ppv_year_6,ppv_year_7,ppv_year_8,ppv_year_9,ppv_year_10,tpr_year_1,tpr_year_2,tpr_year_3,tpr_year_4,tpr_year_5,tpr_year_6,tpr_year_7,tpr_year_8,tpr_year_9,tpr_year_10,net_benefit_year_1,net_benefit_year_2,net_benefit_year_3,net_benefit_year_4,net_benefit_year_5,net_benefit_year_6,net_benefit_year_7,net_benefit_year_8,net_benefit_year_9,net_benefit_year_10,net_benefit_lower_year_1,net_benefit_lower_year_2,net_benefit_lower_year_3,net_benefit_lower_year_4,net_benefit_lower_year_5,net_benefit_lower_year_6,net_benefit_lower_year_7,net_benefit_lower_year_8,net_benefit_lower_year_9,net_benefit_lower_year_10,net_benefit_upper_year_1,net_benefit_upper_year_2,net_benefit_upper_year_3,net_benefit_upper_year_4,net_benefit_upper_year_5,net_benefit_upper_year_6,net_benefit_upper_year_7,net_benefit_upper_year_8,net_benefit_upper_year_9,net_benefit_upper_year_10,support_label_year_1,support_label_year_2,support_label_year_3,support_label_year_4,support_label_year_5,support_label_year_6,support_label_year_7,support_label_year_8,support_label_year_9,support_label_year_10,reporting_status_year_1,reporting_status_year_2,reporting_status_year_3,reporting_status_year_4,reporting_status_year_5,reporting_status_year_6,reporting_status_year_7,reporting_status_year_8,reporting_status_year_9,reporting_status_year_10
SNU,interaction,Interaction,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,SNU-L1-LL,NA,Bayesian cure: other,0.1,Projection horizon. Threshold-based classification is reported for completeness and should not be prioritized in main interpretation.; stage6_single_cohort:equivocal,NA,NA,NA,NA,NA,0.998166666666667,0.999090909090909,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,0.751411095840636,0.752106857416347,0.673550032741999,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.752791213064587,0.752791213064588,0.673550032741999,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.752791213064588,0.752791213064588,0.673550032742,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,75.1411095840636,75.2106857416347,67.3550032742,67.3550032742,67.3550032742,NA,NA,NA,NA,NA,0.246940054203797,0.247021617196847,0.326318298927165,0.326388804792592,0.326388804792592,NA,NA,NA,NA,NA,0.996709891583616,0.998107282262915,0.999411329344364,0.999726799217481,0.999726799217481,NA,NA,NA,NA,NA,0.162905321464841,0.1631734618778,0.251418903214853,0.251521888344604,0.251521888344604,NA,NA,NA,NA,NA,0.148456786501574,0.157730277766645,0.251611074731112,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,0.163565318817125,0.163565318817125,0.251611074731112,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,NA,NA,NA,NA,NA,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution
SNU,interaction,Interaction,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,SNU-L1-LN,NA,Bayesian cure: other,0.1,Projection horizon. Threshold-based classification is reported for completeness and should not be prioritized in main interpretation.; stage6_single_cohort:equivocal,NA,NA,NA,NA,NA,0.997833333333333,0.999090909090909,1,1,1,NA,NA,NA,NA,NA,0.966666666666667,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,0.751160165436281,0.752106857416347,0.673550032741999,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.727698172629102,0.752791213064588,0.673550032741999,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.752791213064588,0.752791213064588,0.673550032742,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,75.1160165436281,75.2106857416347,67.3550032742,67.3550032742,67.3550032742,NA,NA,NA,NA,NA,0.246793249520734,0.246885641661934,0.326260746710507,0.326298890096327,0.326359138060811,NA,NA,NA,NA,NA,0.995746378313449,0.99740048792526,0.999151489009422,0.999321930015431,0.999592664812086,NA,NA,NA,NA,NA,0.162695013674167,0.162998736106975,0.251334078346019,0.251389718806851,0.251478100172354,NA,NA,NA,NA,NA,0.148526489391673,0.149540349611289,0.251465114156947,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,0.163565318817125,0.163565318817125,0.251611074731112,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,NA,NA,NA,NA,NA,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution
SNU,interaction,Interaction,site_free,no_age_sex_interaction,Stage 8,bayesian_cure,Bayesian cure,other,SNU-L1-W,NA,Bayesian cure: other,0.1,Projection horizon. Threshold-based classification is reported for completeness and should not be prioritized in main interpretation.; stage6_single_cohort:equivocal,NA,NA,NA,NA,NA,0.99825,0.998863636363636,0.998958333333333,1,1,NA,NA,NA,NA,NA,0.999166666666666,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,0.751473828441725,0.751935768504287,0.67284841812456,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.7521638870537,0.752791213064588,0.673550032741999,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,0.752791213064588,0.752791213064588,0.673550032742,0.673550032741999,0.673550032741999,NA,NA,NA,NA,NA,75.1473828441725,75.1935768504287,67.284841812456,67.3550032742,67.3550032742,NA,NA,NA,NA,NA,0.246817497556076,0.246978387192602,0.32645308343107,0.326204067301055,0.326244537444353,NA,NA,NA,NA,NA,0.996245391075036,0.997677642570899,0.998694879439839,0.998923368753893,0.999104680613618,NA,NA,NA,NA,NA,0.162783522568574,0.163086261049835,0.251262975346695,0.251259608496071,0.251318797746742,NA,NA,NA,NA,NA,0.148526489391673,0.157730277766645,0.251611074731112,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,0.163565318817125,0.163565318817125,0.251611074731112,0.251611074731112,0.251611074731112,NA,NA,NA,NA,NA,projection,projection,projection,projection,projection,NA,NA,NA,NA,NA,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution,reported_with_projection_caution
SNU,interaction,Interaction,site_free,no_age_sex_interaction,Stage 3,km_benchmark,KM benchmark,KM,km_overall,km_overall,KM: Overall KM benchmark,0.15,event by horizon OR observed event-free through horizon; early censoring before horizon excluded from outcome-based metrics,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5625,0.495192307692308,0.307692307692308,0.144230769230769,0.105769230769231,0.0769230769230769,0.0144230769230769,0.0048076923076923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,56.25,49.5192307692308,30.7692307692308,14.4230769230769,10.5769230769231,7.69230769230769,1.44230769230769,0.480769230769231,NA,NA,0.198630136986301,0.23134328358209,0.346938775510204,0.545454545454545,0.620689655172414,0.703703703703704,0.926829268292683,0.974358974358974,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 5,no_cure,No-cure,coxph,SNU__interaction__coxph,NA,No-cure: coxph,0.15,Stage 5 IPCW fixed-horizon threshold summary,0,0.08955223880597,0.709401709401709,0.82,0.9375,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0786636099360723,0.589492927814738,0.669491439428788,0.737746992716139,0.750635654363872,0.750635654363871,0.671621374957148,0.671621374957148,0.671621374957148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7.86636099360723,58.9492927814738,66.9491439428788,73.7746992716139,75.0635654363872,75.0635654363871,67.1621374957148,67.1621374957148,67.1621374957148,NA,0.226074039880652,0.151077392308954,0.194342468830074,0.217259283866506,0.247653676573978,0.247653676573978,0.326848026408296,0.326848026408296,0.326848026408296,0,0.189085883450186,0.620893570095115,0.880466185519848,0.971416114315971,1,1,1,1,1,0,0.00909687049849208,8.80167736564186e-4,0.0433506387257639,0.0745800784376721,0.11462545143766,0.11462545143766,0.207583427210276,0.207583427210276,0.207583427210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 5,no_cure,No-cure,exponential,SNU__interaction__exponential,NA,No-cure: exponential,0.15,Stage 5 IPCW fixed-horizon threshold summary,0,0.0223880597014925,0.324786324786325,0.87,0.9375,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0196659024840181,0.26988832839711,0.710314088174446,0.737746992716139,0.750635654363872,0.750635654363871,0.671621374957148,0.671621374957148,0.671621374957148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.96659024840181,26.988832839711,71.0314088174446,73.7746992716139,75.0635654363872,75.0635654363871,67.1621374957148,67.1621374957148,67.1621374957148,NA,0.475356595372374,0.178861861128061,0.194577035669176,0.217259283866506,0.247653676573978,0.247653676573978,0.326848026408296,0.326848026408296,0.326848026408296,0,0.14662335121621,0.34793074538633,0.935553035029506,0.971416114315971,1,1,1,1,1,0,0.0143479664600593,0.011160233634033,0.0462507393406028,0.0745800784376721,0.11462545143766,0.11462545143766,0.207583427210276,0.207583427210276,0.207583427210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 5,no_cure,No-cure,loglogistic,SNU__interaction__loglogistic,NA,No-cure: loglogistic,0.15,Stage 5 IPCW fixed-horizon threshold summary,0,0.141791044776119,0.658119658119658,0.96,0.984375,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.124550715732115,0.546878981225721,0.78379485591663,0.774634342351946,0.750635654363872,0.750635654363871,0.671621374957148,0.671621374957148,0.671621374957148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12.4550715732115,54.6878981225721,78.379485591663,77.4634342351946,75.0635654363872,75.0635654363871,67.1621374957148,67.1621374957148,67.1621374957148,NA,0.155756642782783,0.152187519901942,0.184558435970295,0.21391271019335,0.247653676573978,0.247653676573978,0.326848026408296,0.326848026408296,0.326848026408296,0,0.189085883450186,0.581002028963649,0.967150085916564,1,1,1,1,1,1,0,9.99145946249336e-4,0.00166006278575751,0.0390791148326695,0.0740959176515182,0.11462545143766,0.11462545143766,0.207583427210276,0.207583427210276,0.207583427210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 5,no_cure,No-cure,lognormal,SNU__interaction__lognormal,NA,No-cure: lognormal,0.15,Stage 5 IPCW fixed-horizon threshold summary,0,0.171641791044776,0.811965811965812,0.96,0.984375,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.150771919044139,0.674720820992773,0.78379485591663,0.774634342351946,0.750635654363872,0.750635654363871,0.671621374957148,0.671621374957148,0.671621374957148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15.0771919044139,67.4720820992773,78.379485591663,77.4634342351946,75.0635654363872,75.0635654363871,67.1621374957148,67.1621374957148,67.1621374957148,NA,0.159924170972127,0.172278768550274,0.184558435970295,0.21391271019335,0.247653676573978,0.247653676573978,0.326848026408296,0.326848026408296,0.326848026408296,0,0.236183761716033,0.831149136962657,0.967150085916564,1,1,1,1,1,1,0,0.00209544991715563,0.0213654612429765,0.0390791148326695,0.0740959176515182,0.11462545143766,0.11462545143766,0.207583427210276,0.207583427210276,0.207583427210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 5,no_cure,No-cure,weibull,SNU__interaction__weibull,NA,No-cure: weibull,0.15,Stage 5 IPCW fixed-horizon threshold summary,0,0.134328358208955,0.547008547008547,0.95,0.9375,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.117995414904109,0.454548763616184,0.775630326167499,0.737746992716139,0.750635654363872,0.750635654363871,0.671621374957148,0.671621374957148,0.671621374957148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.7995414904109,45.4548763616184,77.5630326167499,73.7746992716139,75.0635654363872,75.0635654363871,67.1621374957148,67.1621374957148,67.1621374957148,NA,0.162999332448603,0.139866734934049,0.186139539272715,0.217259283866506,0.247653676573978,0.247653676573978,0.326848026408296,0.326848026408296,0.326848026408296,0,0.189085883450186,0.437457993002986,0.967150085916564,0.971416114315971,1,1,1,1,1,0,0.00215596373942687,-0.00630006766761953,0.0405199142001633,0.0745800784376721,0.11462545143766,0.11462545143766,0.207583427210276,0.207583427210276,0.207583427210276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_aft_sensitivity,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0,0.17910447761194,0.854700854700855,0.96,0.9375,0.933333333333333,0.909090909090909,0.916666666666667,0.666666666666667,1,0,0,0.152827524452404,0.269037037037037,0.383439943141436,0.456993006993007,0.476915113871636,0.5,0,NA,0.228791421430299,0.738392024253731,0.965217391304348,0.989928571428572,1,1,1,1,1,NA,0,0.157327219872145,0.710232443150288,0.783794855916629,0.737746992716139,0.70059327740628,0.682396049421701,0.615652927044052,0.447747583304765,0.671621374957148,0,0,0.152827524452404,0.269037037037037,0.383439943141436,0.456993006993007,0.476915113871636,0.5,0,NA,0.228791421430299,0.738392024253731,0.965217391304348,0.989928571428572,1,1,1,1,1,NA,0,15.732721987214502,71.0232443150288,78.3794855916629,73.7746992716139,70.05932774062799,68.23960494217009,61.565292704405195,44.7747583304765,67.1621374957148,NA,0.15454094185872,0.181830410153214,0.184665146005329,0.219143063720333,0.2577928381371,0.262860287168418,0.343657920611467,0.418585772300847,0.324307325658414,0,0.236514675686506,0.933823786992106,0.967172600592862,0.971721147729289,0.97583707691993,0.97583707691993,0.981651145832858,0.981651145832858,0.981651145832858,0,9.94118835559079e-4,0.032507268808093,0.039204914304922,0.0768538571601634,0.119704866356032,0.122916141882723,0.21370861935609,0.243338974133611,0.203831834430249,-0.0119815144341916,-0.015570393726574,-0.0129893949777618,-0.0019078427798888,0.0127223009291158,0.0394691737103649,0.0438359792112335,0.0638097231985606,0.0678481917276043,0.0571129324979249,0.0212432333405249,0.0575856261928964,0.0981675066072262,0.119768533474492,0.165867950049166,0.22412474581921,0.225675122675733,0.379455032644725,0.402503984172624,0.427645189655733,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_coxlatency,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0,0.0746268656716418,0.58974358974359,0.81,0.9375,0.933333333333333,0.909090909090909,0.916666666666667,0.666666666666667,1,0,0,0.113621541501976,0.166509433962264,0.285660980810235,0.461206896551724,0.44,0.571205357142857,0,NA,0.171016439773903,0.571616541353383,0.974159482758621,0.989901515151515,1,1,1,1,1,NA,0,0.0655530082800603,0.490060385773699,0.661326909679656,0.737746992716139,0.70059327740628,0.682396049421701,0.615652927044052,0.447747583304765,0.671621374957148,0,0,0.113621541501976,0.166509433962264,0.285660980810235,0.461206896551724,0.44,0.571205357142857,0,NA,0.171016439773903,0.571616541353383,0.974159482758621,0.989901515151515,1,1,1,1,1,NA,0,6.555300828006031,49.0060385773699,66.1326909679656,73.7746992716139,70.05932774062799,68.23960494217009,61.565292704405195,44.7747583304765,67.1621374957148,NA,0.213723337136788,0.165061736158735,0.195602928194167,0.219143063720333,0.2577928381371,0.262860287168418,0.343657920611467,0.418585772300847,0.324307325658414,0,0.146545484072058,0.573169249444476,0.876140418248535,0.971721147729289,0.97583707691993,0.97583707691993,0.981651145832858,0.981651145832858,0.981651145832858,0,0.00625024190781657,0.0104004311414426,0.0441082185608645,0.0768538571601634,0.119704866356032,0.122916141882723,0.21370861935609,0.243338974133611,0.203831834430249,-0.00936957080996914,-0.00870482155957677,-0.0130145274576459,-0.00501200574913475,0.0116214362072579,0.0440115377190542,0.0429940687308286,0.0739940721070438,0.0704749526072793,0.0648462448800772,0.0162594344099165,0.0533995998638326,0.0918369251018303,0.116856599228215,0.165028966366247,0.226162128294281,0.23019554970235,0.379735749696424,0.402102802148563,0.436490449458942,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_exp,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.00613496932515337,0.141791044776119,0.726495726495726,0.95,0.9375,0.933333333333333,0.909090909090909,0.916666666666667,0.666666666666667,1,0,0,0.174301954527323,0.315095577211394,0.426385746606335,0.5,0.483774193548387,0.461363636363636,0,NA,0.173362416107383,0.785271002710027,0.975,1,1,1,1,1,1,NA,0.00568846118568013,0.124550715732115,0.603697576677745,0.775630326167497,0.737746992716139,0.70059327740628,0.682396049421701,0.615652927044052,0.447747583304765,0.671621374957148,0,0,0.174301954527323,0.315095577211394,0.426385746606335,0.5,0.483774193548387,0.461363636363636,0,NA,0.173362416107383,0.785271002710027,0.975,1,1,1,1,1,1,NA,0.5688461185680129,12.4550715732115,60.36975766777451,77.56303261674971,73.7746992716139,70.05932774062799,68.23960494217009,61.565292704405195,44.7747583304765,67.1621374957148,0,0.158967952369127,0.161117634455666,0.186246954688746,0.219143063720333,0.2577928381371,0.262860287168418,0.343657920611467,0.418585772300847,0.324307325658414,0,0.193618350105912,0.685966149434573,0.967172600592862,0.971721147729289,0.97583707691993,0.97583707691993,0.981651145832858,0.981651145832858,0.981651145832858,-0.00100384609159061,0.00156245691283519,0.00941264831139421,0.0406457136724157,0.0768538571601634,0.119704866356032,0.122916141882723,0.21370861935609,0.243338974133611,0.203831834430249,-0.0117890861433237,-0.0195791522975244,-0.013675689804181,-0.00783337669567827,0.0128712934094112,0.0439812487073438,0.0461192572300098,0.0685665386465356,0.0647954234043884,0.062315169811279,0.0169709767963969,0.0544269156619094,0.0956344692781935,0.116863945931539,0.165877248819823,0.224151239887328,0.227118325708131,0.38290827398746,0.402102802148563,0.432739535865964,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_llogis,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0,0.171641791044776,0.777777777777778,0.96,0.9375,0.933333333333333,0.909090909090909,0.916666666666667,0.666666666666667,1,0,0,0.157419276078862,0.310679611650485,0.416607142857143,0.482758620689655,0.464217032967033,0.461538461538462,0,NA,0.201299790813214,0.8203125,0.96611581920904,1,1,1,1,1,1,NA,0,0.150771919044139,0.646311523266762,0.783794855916629,0.737746992716139,0.70059327740628,0.682396049421701,0.615652927044052,0.447747583304765,0.671621374957148,0,0,0.157419276078862,0.310679611650485,0.416607142857143,0.482758620689655,0.464217032967033,0.461538461538462,0,NA,0.201299790813214,0.8203125,0.96611581920904,1,1,1,1,1,1,NA,0,15.077191904413901,64.6311523266762,78.3794855916629,73.7746992716139,70.05932774062799,68.23960494217009,61.565292704405195,44.7747583304765,67.1621374957148,NA,0.182190549856971,0.16517400691882,0.184665146005329,0.219143063720333,0.2577928381371,0.262860287168418,0.343657920611467,0.418585772300847,0.324307325658414,0,0.276246914971948,0.756534749994428,0.967172600592862,0.971721147729289,0.97583707691993,0.97583707691993,0.981651145832858,0.981651145832858,0.981651145832858,0,0.00698196724860218,0.0138206124348305,0.039204914304922,0.0768538571601634,0.119704866356032,0.122916141882723,0.21370861935609,0.243338974133611,0.203831834430249,-0.0118784267174243,-0.019711792034958,-0.0133567494251166,-0.00307167524560907,0.0141529108123618,0.0397760849445219,0.0419972886185513,0.0657840755305088,0.0684022925055289,0.0606346320443582,0.0200908152168707,0.0535949988253965,0.098303344972058,0.122280670853662,0.1635576855693,0.227026564130127,0.229582656731259,0.382926203196328,0.40808674868835,0.435601160791477,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
SNU,interaction,Interaction,site_free,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_lnorm,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0,0.171641791044776,0.905982905982906,0.91,0.890625,0.9,0.909090909090909,0.833333333333333,0.666666666666667,1,0,0,0.160297709923664,0.31569290197972,0.440645865434001,0.47995652173913,0.473606811145511,0.428571428571429,0,NA,0.242495711835334,0.865143557422969,0.965531852717709,0.990389150943396,1,1,1,1,1,NA,0,0.150771919044139,0.752846389739306,0.742972207170971,0.700859643080332,0.675572088927484,0.682396049421701,0.559684479130957,0.447747583304765,0.671621374957148,0,0,0.160297709923664,0.31569290197972,0.440645865434001,0.47995652173913,0.473606811145511,0.428571428571429,0,NA,0.242495711835334,0.865143557422969,0.965531852717709,0.990389150943396,1,1,1,1,1,NA,0,15.077191904413901,75.2846389739306,74.2972207170971,70.0859643080332,67.5572088927484,68.23960494217009,55.9684479130957,44.7747583304765,67.1621374957148,NA,0.209890066505449,0.183352564930493,0.198103847925059,0.233136002670231,0.269601603221285,0.267627114179555,0.369769471898455,0.423099518494517,0.328378625042852,0,0.329403400425124,1,1,1,1,1,1,1,1,0,0.0134452477856955,0.03617279626605,0.0524342826449088,0.089388760951353,0.130145741707749,0.128941513385241,0.229610775784448,0.249364345636129,0.209857205932767,-0.0140132987418687,-0.0230583111779113,-0.0110199684612384,-0.00325875812772671,0.0128078180682416,0.0433668838837665,0.0445710918025322,0.073545211074458,0.0593198060915073,0.0606063260883689,0.0194263028506074,0.0524379139618099,0.098992440364884,0.122314944111129,0.16605252869828,0.227026676424229,0.230183891452135,0.3829351640176,0.403054417422727,0.435601160791477,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
