dataset,subgroup_kind,subgroup_value,group_id,panel_label,analysis_structure,summary_view,horizon_year,interpretation_tier,interpretation_note,support_tier_standard,support_display_group,support_display_label,n_total,instability_marker,total_eligible_n,eligible_site_count,dominant_site,dominant_site_n,dominant_site_fraction,site_dominance_status,site_dominance_note,site_dominance_warning_flag,site_dominance_warning_note,completeness_plot_status,completeness_plot_note,completeness_plot_alpha,completeness_plot_masked,percentage_method_plot,CCI_plot,SPT_plot,preferred_for_reporting,reporting_priority,reporting_preference_note,metric_name,metric_value,metric_scope
PNU,overall,Overall,PNU__overall__Overall,PNU | Overall,single_site,remission_sensitive,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,54,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8297872340425532,0.8854216784658735,0.9028936752734208,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.8854216784658735,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_prop,0,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_n,31,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_prop,0.14903846153846154,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_n,14,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_prop,0.0673076923076923,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligibility_fraction,0.9182692307692307,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligible_n,191,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,observed_person_time_year,170.26078028747426,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,percentage_method,0.9109947643979057,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_fraction,0.7836538461538461,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,1,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.9109947643979057,0.9256057809662724,0.9283535984461619,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_n,163,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.8950852273909228,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,SPT,0.9013708810012713,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_n,52,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_prop,0.25,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_n,22,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_prop,0.10576923076923077,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_n,0,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_prop,0,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_n,52,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_prop,0.25,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_n,22,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_prop,0.10576923076923077,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligibility_fraction,0.8413461538461539,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligible_n,175,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,observed_person_time_year,294.5106091718002,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,percentage_method,0.8685714285714285,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_fraction,0.6442307692307693,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,2,primary-supported,Common comparison horizon retained for cross-model comparability.,primary_supported,primary_supported,Primary supported,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8685714285714285,0.8950852273909228,0.9013708810012713,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_n,134,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.8674999601052061,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,SPT,0.8788474497132152,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_n,62,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_censoring_prop,0.2980769230769231,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_n,29,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_eventlike_prop,0.13942307692307693,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_n,0,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_remission_prop,0,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_n,62,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_right_censoring_prop,0.2980769230769231,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_n,29,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,cumulative_transition_prop,0.13942307692307693,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligibility_fraction,0.8269230769230769,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,eligible_n,172,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,observed_person_time_year,409.29431895961665,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,percentage_method,0.8255813953488372,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_fraction,0.5625,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,3,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.8255813953488372,0.8674999601052061,0.8788474497132152,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,risk_set_n,117,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7962962962962963,0.836009828751456,0.8530897998157863,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,CCI,0.836009828751456,horizon_level
SNU,overall,Overall,SNU__overall__Overall,SNU | Overall,single_site,transition_only,4,secondary,Common comparison horizon retained for cross-model comparability.,secondary,secondary_or_sensitivity,Secondary / sensitivity,208,stable_enough,NA,NA,NA,NA,NA,not_applicable,Not applicable outside merged overall/sex completeness summaries.,FALSE,Merged site-dominance warning is not applicable outside merged overall/sex summaries.,stable,Displayed without masking.,1,FALSE,0.7962962962962963,0.836009828751456,0.8530897998157863,TRUE,1,Only available completeness structure for this panel; acceptable for reporting.,SPT,0.8530897998157863,horizon_level
